"semanticResourceURN";"Code List";"Code Value";"codeName";"Definition";"resourceSubTypeCode";"Domain";"ExternalLink";"changeLog";"Status";"Version"
"urn:gs1:gdd:cl:TransactionalMeasurementUnitCode:DRA";"TransactionalMeasurementUnitCode";"DRA";"Dram";"dram (US) The dram (archaic spelling drachm) was historically both a coin and a weight. Currently it is both a small mass in the Apothecaries' system of weights and a small unit of volume. This unit is called more correctly fluid dram or in contraction al";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:TransactionalMeasurementUnitCode:DRI";"TransactionalMeasurementUnitCode";"DRI";"Dram (UK)";"dram (UK): The dram (archaic spelling drachm) was historically both a coin and a weight. Currently it is both a small mass in the Apothecaries' system of weights and a small unit of volume. This unit is called more correctly fluid dram or in contraction a";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:TransactionalMeasurementUnitCode:DS";"TransactionalMeasurementUnitCode";"DS";"Display";"Display";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:TransactionalMeasurementUnitCode:DZN";"TransactionalMeasurementUnitCode";"DZN";"Dozen ";"Dozen: A unit of count defining the number of units in multiples of 12.";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:TransactionalMeasurementUnitCode:E27";"TransactionalMeasurementUnitCode";"E27";"Dose";"Dose: A unit of count defining the number of doses (dose: a definite quantity of a medicine or drug).";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:TransactionalMeasurementUnitCode:E34";"TransactionalMeasurementUnitCode";"E34";"Gigabyte";"Gigabyte: A unit of information equal to 109 bytes.";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:TransactionalMeasurementUnitCode:E35";"TransactionalMeasurementUnitCode";"E35";"Terabyte";"Terabyte: A unit of information equal to 10¹² bytes.";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:TransactionalMeasurementUnitCode:E4";"TransactionalMeasurementUnitCode";"E4";"Gross Kilogram";"Gross Kilogram: A unit of mass defining the total number of kilograms before deductions.";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:TransactionalMeasurementUnitCode:E55";"TransactionalMeasurementUnitCode";"E55";"Use";"Use: A unit of count defining the number of times an object is used.";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:TransactionalMeasurementUnitCode:EA";"TransactionalMeasurementUnitCode";"EA";"Each";"Each: A unit of count defining the number of items regarded as separate units.";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:TransactionalMeasurementUnitCode:EV";"TransactionalMeasurementUnitCode";"EV";"Envelope";"Envelope";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:TransactionalMeasurementUnitCode:F27";"TransactionalMeasurementUnitCode";"F27";"Gram Per Hour";"Gram Per Hour";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:TransactionalMeasurementUnitCode:FAH";"TransactionalMeasurementUnitCode";"FAH";"Degree Fahrenheit";"Degree Fahrenheit";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:TransactionalMeasurementUnitCode:FJ";"TransactionalMeasurementUnitCode";"FJ";"Sizing Factor";"Sizing Factor";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:TransactionalMeasurementUnitCode:FOT";"TransactionalMeasurementUnitCode";"FOT";"Feet";"Feet: The international foot is defined to be equal to 0.3048 meters.";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:TransactionalMeasurementUnitCode:FTK";"TransactionalMeasurementUnitCode";"FTK";"Square Foot";"Square Foot: an area of a square whose sides are exactly 1 foot in length.";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:TransactionalMeasurementUnitCode:FTQ";"TransactionalMeasurementUnitCode";"FTQ";"Cubic Foot";"Cubic Foot: A cubic foot is the volume of a cube of side length one foot (0.3048 m).";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:TransactionalMeasurementUnitCode:G21";"TransactionalMeasurementUnitCode";"G21";"Cup (US)";"Cup (US)";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:TransactionalMeasurementUnitCode:G23";"TransactionalMeasurementUnitCode";"G23";"Peck";"PECK: A peck is an imperial and U.S. customary unit of dry volume, equivalent in each of these systems to 2 gallons, 8 dry quarts, or 16 dry pints.";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:TransactionalMeasurementUnitCode:G24";"TransactionalMeasurementUnitCode";"G24";"Tablespoon";"Tablespoon";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:TransactionalMeasurementUnitCode:G25";"TransactionalMeasurementUnitCode";"G25";"Teaspoon";"Teaspoon";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:TransactionalMeasurementUnitCode:GLI";"TransactionalMeasurementUnitCode";"GLI";"Gallon (UK)";"Gallon (UK): The imperial (UK) gallon was legally defined as 4.54609 litres. ";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:TransactionalMeasurementUnitCode:GLL";"TransactionalMeasurementUnitCode";"GLL";"Gallon (US)";"Gallon (US): The U.S. liquid gallon is legally defined as 231 cubic inches, and is equal to exactly 3.785411784 litres or about 0.133680555 cubic feet.";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:TransactionalMeasurementUnitCode:GRM";"TransactionalMeasurementUnitCode";"GRM";"Gram";"Gram: One one-thousandth of the kilogram (1×10-3 kg).";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:TransactionalMeasurementUnitCode:GRN";"TransactionalMeasurementUnitCode";"GRN";"Grain";"GRAIN: A grain or troy grain is precisely 64.79891 milligrams. Exactly 7,000 grains per avoirdupois pound.";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:TransactionalMeasurementUnitCode:GRO";"TransactionalMeasurementUnitCode";"GRO";"Gross";"GROSS: A unit of count defining the number of units in multiples of 144 (12 x 12).";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:TransactionalMeasurementUnitCode:H87";"TransactionalMeasurementUnitCode";"H87";"Piece";"Piece: A unit of count defining the number of pieces (piece: a single item, article or exemplar).";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:TransactionalMeasurementUnitCode:HC";"TransactionalMeasurementUnitCode";"HC";"Hundred Count";"Hundred Count: A unit of count defining the number of units counted in multiples of 100.";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:TransactionalMeasurementUnitCode:HD";"TransactionalMeasurementUnitCode";"HD";"Half Dozen";"Half Dozen: a unit of count defining the number of units in multiplt of six (6).";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:TransactionalMeasurementUnitCode:HGM";"TransactionalMeasurementUnitCode";"HGM";"Hectogram";"Hectogram: one hundred (100) grams";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:TransactionalMeasurementUnitCode:HL";"TransactionalMeasurementUnitCode";"HL";"Hundred Feet";"Hundred Feet";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:TransactionalMeasurementUnitCode:HLT";"TransactionalMeasurementUnitCode";"HLT";"Hectolitre";"Hectolitre: One hundred (100) litres.";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:TransactionalMeasurementUnitCode:INH";"TransactionalMeasurementUnitCode";"INH";"Inch";"Inch: An international inch is defined to be equal to 25.4 millimeters.";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:TransactionalMeasurementUnitCode:INK";"TransactionalMeasurementUnitCode";"INK";"Square Inch";"Square Inch: an area of a square whose sides are exactly 1 inch in length.";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:TransactionalMeasurementUnitCode:INQ";"TransactionalMeasurementUnitCode";"INQ";"Cubic Inch";"Cubic Inch: A cubic inch is the volume of a cube of side length one inch (0.254 m).";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:TransactionalMeasurementUnitCode:JR";"TransactionalMeasurementUnitCode";"JR";"Jar";"Jar";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:TransactionalMeasurementUnitCode:K6";"TransactionalMeasurementUnitCode";"K6";"Kilolitre";"Kilolitre: a metric unit of volume. The kilolitre is identical to the cubic meter.";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:TransactionalMeasurementUnitCode:KE";"TransactionalMeasurementUnitCode";"KE";"Keg";"Keg";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:TransactionalMeasurementUnitCode:KGM";"TransactionalMeasurementUnitCode";"KGM";"Kilogram";"Kilogram: A unit of mass equal to one thousand grams.";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:TransactionalMeasurementUnitCode:KMT";"TransactionalMeasurementUnitCode";"KMT";"Kilometre";"Kilometre: A kilometre is one thousand (1000) metres.";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:TransactionalMeasurementUnitCode:KT";"TransactionalMeasurementUnitCode";"KT";"Kit";"Kit: A unit of count defining the number of kits (kit: tub, barrel or pail).";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:TransactionalMeasurementUnitCode:LBR";"TransactionalMeasurementUnitCode";"LBR";"Pound";"Pound: The international avoirdupois pound of exactly 0.45359237 kilogram.";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:TransactionalMeasurementUnitCode:LF";"TransactionalMeasurementUnitCode";"LF";"Linear Foot";"Linear Foot: A unit of count defining the number of feet (12-inch) in length of a uniform width object.";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:TransactionalMeasurementUnitCode:LK";"TransactionalMeasurementUnitCode";"LK";"Link";"Link: A unit of distance equal to 0.01 chain.";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:TransactionalMeasurementUnitCode:LM";"TransactionalMeasurementUnitCode";"LM";"Linear Meter";"Linear Meter: A unit of count defining the number of metres in length of a uniform width object.";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:TransactionalMeasurementUnitCode:LR";"TransactionalMeasurementUnitCode";"LR";"Layer";"Layer: A unit of count defining the number of layers.";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:TransactionalMeasurementUnitCode:LTN";"TransactionalMeasurementUnitCode";"LTN";"Ton (UK) or long ton (US)";"Ton (UK) or long ton (US); Synonym: gross ton (2240 lb)";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:TransactionalMeasurementUnitCode:LTR";"TransactionalMeasurementUnitCode";"LTR";"Litre";"Litre: A litre is defined as a special name for a cubic decimetre (1 L = 1 dm3 = 103 cm3).";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:TransactionalMeasurementUnitCode:MC";"TransactionalMeasurementUnitCode";"MC";"Microgram";"Microgram: A microgram is one millionth of a gram (0.000001).";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:TransactionalMeasurementUnitCode:ME";"TransactionalMeasurementUnitCode";"ME";"Milligram";"Milligram";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:TransactionalMeasurementUnitCode:MGM";"TransactionalMeasurementUnitCode";"MGM";"Milligram";"Milligram: A milligram is one thousandth of a gram (0.001).";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:TransactionalMeasurementUnitCode:MIK";"TransactionalMeasurementUnitCode";"MIK";"Square Mile";"Square Mile: a unit of area. One square mile is equal to 640 acres, 3 097 600 square yards, 258.9988 hectares.";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:TransactionalMeasurementUnitCode:MLT";"TransactionalMeasurementUnitCode";"MLT";"Millilitre";"Millilitre: one thousandth of a litre (0.001)";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:TransactionalMeasurementUnitCode:MMK";"TransactionalMeasurementUnitCode";"MMK";"Square Millimetre";"Square Millimetre: an area of a square whose sides are exactly 1 millimetre in length.";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:TransactionalMeasurementUnitCode:MMQ";"TransactionalMeasurementUnitCode";"MMQ";"Cubic Millimetre";"Cubic Millimetre: A cubic millimetre is the volume of a cube of side length one milliimetre (0.001 m).";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:TransactionalMeasurementUnitCode:MMT";"TransactionalMeasurementUnitCode";"MMT";"Millimetre";"Millimetre: A millimetre is one thousandth of a metre (0.001)";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:TransactionalMeasurementUnitCode:MP";"TransactionalMeasurementUnitCode";"MP";"Metric Ton";"Metric Ton";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:TransactionalMeasurementUnitCode:MTK";"TransactionalMeasurementUnitCode";"MTK";"Square metre";"Square metre";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:TransactionalMeasurementUnitCode:MTQ";"TransactionalMeasurementUnitCode";"MTQ";"Cubic Meters ";"Cubic Meters: A cubic metre is the volume of a cube of side length one metre.";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:TransactionalMeasurementUnitCode:MTR";"TransactionalMeasurementUnitCode";"MTR";"Metre";"Metre: The metre is the basic unit of length in the International System of Units (SI).";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:TransactionalMeasurementUnitCode:MX";"TransactionalMeasurementUnitCode";"MX";"Mod Pallet (Mixed)";"Mod Pallet (Mixed)";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:TransactionalMeasurementUnitCode:NT";"TransactionalMeasurementUnitCode";"NT";"Trailer";"Trailer";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:TransactionalMeasurementUnitCode:ONZ";"TransactionalMeasurementUnitCode";"ONZ";"Ounce";"Ounce: A unit of mass with several definitions, the most commonly used of which are equal to approximately 30 grams.";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:TransactionalMeasurementUnitCode:OZA";"TransactionalMeasurementUnitCode";"OZA";"Fluid Ounce";"Fluid Ounce: A fluid ounce (US) is equal to one sixteenth (1/16) of a US pint or 29.5735295625 millilitres . ";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:TransactionalMeasurementUnitCode:OZI";"TransactionalMeasurementUnitCode";"OZI";"Fluid Ounce";"Fluid Ounce (UK) [OZI]: A fluid ounce (UK) is equal to one thirtieth (1/30) of a UK pint or 28.4130625 millilitres.";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:TransactionalMeasurementUnitCode:P1";"TransactionalMeasurementUnitCode";"P1";"Percent";"Percent";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:TransactionalMeasurementUnitCode:PA";"TransactionalMeasurementUnitCode";"PA";"Pail";"Pail";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:TransactionalMeasurementUnitCode:PD";"TransactionalMeasurementUnitCode";"PD";"Pad";"Pad: A unit of count defining the number of pads (pad: block of paper sheets fastened together at one end).";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:TransactionalMeasurementUnitCode:PE";"TransactionalMeasurementUnitCode";"PE";"Pounds Equivalent";"Pounds Equivalent";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:TransactionalMeasurementUnitCode:PH";"TransactionalMeasurementUnitCode";"PH";"Pack";"Pack";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:TransactionalMeasurementUnitCode:PK";"TransactionalMeasurementUnitCode";"PK";"Package";"Package";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:TransactionalMeasurementUnitCode:PL";"TransactionalMeasurementUnitCode";"PL";"Pallet/Unit Load";"Pallet/Unit Load";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:TransactionalMeasurementUnitCode:PN";"TransactionalMeasurementUnitCode";"PN";"Pounds Net";"Pounds Net";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:TransactionalMeasurementUnitCode:PNT";"TransactionalMeasurementUnitCode";"PNT";"Point";"Point: A single unit on a scale of measurement as part of an incentive program or pricing structure used as a means of making a quantitative evaluation.";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:TransactionalMeasurementUnitCode:PR";"TransactionalMeasurementUnitCode";"PR";"Pair";"Pair: A unit of count defining the number of pairs (pair: item described by two's).";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:TransactionalMeasurementUnitCode:PTD";"TransactionalMeasurementUnitCode";"PTD";"Dry Pint (US)";"Dry Pint (US)";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:TransactionalMeasurementUnitCode:PTI";"TransactionalMeasurementUnitCode";"PTI";"Pint (UK)";"Pint (UK): A pint (UK) is equal to 1/8 Gallon (UK); used primarly as a measure for beer and cider when sold by the glass.";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:TransactionalMeasurementUnitCode:PTL";"TransactionalMeasurementUnitCode";"PTL";"Pint (US)";"Pint (US): The US liquid pint is equal one eighth of a United States liquid gallon.";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:TransactionalMeasurementUnitCode:PTN";"TransactionalMeasurementUnitCode";"PTN";"Portion";"Portion";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:TransactionalMeasurementUnitCode:Q32";"TransactionalMeasurementUnitCode";"Q32";"Femtolitre";"Femtolitre: Femtolitre is the metric unit of volume equal to one thousand trillionth (European) or one quadrillionth (American) litre. One femtolitre is the same as one cubic micrometre (μm3), , which can be represented numerically as 0.00000000000001/lit";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:TransactionalMeasurementUnitCode:Q33";"TransactionalMeasurementUnitCode";"Q33";"Picoliter";"Picoliter is the metric unit of volume equal to a trillionth (one millionth of a millionth) of a liter, which can be represented numerically as 0.000000000001/liter. just as the prefix nano denotes a billionth part. ";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:TransactionalMeasurementUnitCode:Q34";"TransactionalMeasurementUnitCode";"Q34";"Nanolitre";"Nanolitre: Nanolitre is the metric unit of volume equal to one billionth of a litre, which can be represented numerically as 0.000000001/liter. ";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:TransactionalMeasurementUnitCode:QB";"TransactionalMeasurementUnitCode";"QB";"Page";"Page - hardcopy: A unit of count defining the number of hardcopy pages (hardcopy page: a page rendered as printed or written output on paper, film, or other permanent medium).";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:TransactionalMeasurementUnitCode:QTD";"TransactionalMeasurementUnitCode";"QTD";"Quart Dry";"Quart Dry: A US dry quart is equal to 1/32 of a US bushel, exactly 1.101220942715 litres.";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:TransactionalMeasurementUnitCode:QTL";"TransactionalMeasurementUnitCode";"QTL";"Quart";"Quart";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:TransactionalMeasurementUnitCode:RL";"TransactionalMeasurementUnitCode";"RL";"Roll";"Roll";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:TransactionalMeasurementUnitCode:SET";"TransactionalMeasurementUnitCode";"SET";"Set";"Set: A unit of count defining the number of sets (set: a number of objects grouped together).";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:TransactionalMeasurementUnitCode:SH";"TransactionalMeasurementUnitCode";"SH";"Sheet";"Sheet";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:TransactionalMeasurementUnitCode:SMI";"TransactionalMeasurementUnitCode";"SMI";"Mile (statute mile)";"Mile (statute mile): A statute mile of 5,280 feet (exactly 1,609.344 meters).";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:TransactionalMeasurementUnitCode:STN";"TransactionalMeasurementUnitCode";"STN";"Ton (US) or short ton (UK)";"Ton (US) or short ton (UK); Ton (US) = 2000 Lb or 907 Kg";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:TransactionalMeasurementUnitCode:SX";"TransactionalMeasurementUnitCode";"SX";"Shipment";"Shipment: A unit of count defining the number of shipments (shipment: an amount of goods shipped or transported).";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:TransactionalMeasurementUnitCode:TC";"TransactionalMeasurementUnitCode";"TC";"Truckload";"Truckload";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
"urn:gs1:gdd:cl:TransactionalMeasurementUnitCode:TE";"TransactionalMeasurementUnitCode";"TE";"Tote";"Tote";"CODEVALUE";"GDSN";;"NEW";"CURRENT";1
