"semanticResourceURN";"Code Value";"resourceSubTypeCode";"Code List";"Domain";"ExternalLink";"codeName";"Definition";"changeLog";"Status";"Version";"Change Date";"changeLogComment"
"urn:gs1:gdd:cl:TransportReferenceTypeCode:ACD";"ACD";"CODEVALUE";"TransportReferenceTypeCode";"EDI";;"Additional reference number";"Reference number provided in addition to another given reference.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:TransportReferenceTypeCode:ACE";"ACE";"CODEVALUE";"TransportReferenceTypeCode";"EDI";;"Related document number";" 	
Reference number identifying a related document.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:TransportReferenceTypeCode:ACK";"ACK";"CODEVALUE";"TransportReferenceTypeCode";"EDI";;"Bank reference";"Cross reference issued by financial institution.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:TransportReferenceTypeCode:ACL";"ACL";"CODEVALUE";"TransportReferenceTypeCode";"EDI";;"Principal reference number";"A number that identifies the principal reference.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:TransportReferenceTypeCode:ACW";"ACW";"CODEVALUE";"TransportReferenceTypeCode";"EDI";;"Reference number to previous message";"Reference number assigned to the message which was previously issued (e.g. in the case of a cancellation, the primary reference of the message to be cancelled will be quoted in this element).";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:TransportReferenceTypeCode:ACX";"ACX";"CODEVALUE";"TransportReferenceTypeCode";"EDI";;"Banker's acceptance";"Reference number for banker's acceptance issued by the accepting financial institution.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:TransportReferenceTypeCode:ADB";"ADB";"CODEVALUE";"TransportReferenceTypeCode";"EDI";;"Matured certificate of deposit";"Reference number for certificate of deposit allocated by issuing financial institution.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:TransportReferenceTypeCode:ADC";"ADC";"CODEVALUE";"TransportReferenceTypeCode";"EDI";;"Loan";"Reference number for loan allocated by lending financial institution.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:TransportReferenceTypeCode:ADD";"ADD";"CODEVALUE";"TransportReferenceTypeCode";"EDI";;"Analysis number/test number";"Number given to a specific analysis or test operation.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:TransportReferenceTypeCode:ADE";"ADE";"CODEVALUE";"TransportReferenceTypeCode";"EDI";;"Account number";"Identification number of an account.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:TransportReferenceTypeCode:AE";"AE";"CODEVALUE";"TransportReferenceTypeCode";"EDI";;"Authorization for expense (AFE) number";"A number that identifies an authorization for expense (AFE).";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:TransportReferenceTypeCode:AEK";"AEK";"CODEVALUE";"TransportReferenceTypeCode";"EDI";;"Payment order number";"A number that identifies a payment order.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:TransportReferenceTypeCode:AER";"AER";"CODEVALUE";"TransportReferenceTypeCode";"EDI";;"Project specification number";"Reference number identifying a project specification.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:TransportReferenceTypeCode:AES";"AES";"CODEVALUE";"TransportReferenceTypeCode";"EDI";;"Primary reference";"A number that identifies the primary reference.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:TransportReferenceTypeCode:AFO";"AFO";"CODEVALUE";"TransportReferenceTypeCode";"EDI";;"Beneficiary's reference";"Reference of the beneficiary.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:TransportReferenceTypeCode:AFS";"AFS";"CODEVALUE";"TransportReferenceTypeCode";"EDI";;"Beneficiary's bank reference";"Reference number of the beneficiary's bank.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:TransportReferenceTypeCode:AGA";"AGA";"CODEVALUE";"TransportReferenceTypeCode";"EDI";;"Agreement to pay number";"A number that identifies an agreement to pay.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:TransportReferenceTypeCode:AGB";"AGB";"CODEVALUE";"TransportReferenceTypeCode";"EDI";;"Contract party reference number";"Reference number assigned to a party for a particular contract.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:TransportReferenceTypeCode:AGG";"AGG";"CODEVALUE";"TransportReferenceTypeCode";"EDI";;"Dispute number";"Reference number to a dispute notice.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:TransportReferenceTypeCode:AGT";"AGT";"CODEVALUE";"TransportReferenceTypeCode";"EDI";;"Service group identification number";"Identification used for a group of services.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:TransportReferenceTypeCode:AGW";"AGW";"CODEVALUE";"TransportReferenceTypeCode";"EDI";;"Scheme/plan number";"Reference number assigned to a service scheme or plan.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:TransportReferenceTypeCode:AHJ";"AHJ";"CODEVALUE";"TransportReferenceTypeCode";"EDI";;"Payee's reference number";"Reference number of the party to be paid.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:TransportReferenceTypeCode:AHL";"AHL";"CODEVALUE";"TransportReferenceTypeCode";"EDI";;"Creditor's reference number";"Reference number of the party to whom a debt is owed.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:TransportReferenceTypeCode:AHM";"AHM";"CODEVALUE";"TransportReferenceTypeCode";"EDI";;"Debtor's reference number";"Reference number of the party who owes an amount of money.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:TransportReferenceTypeCode:AHU";"AHU";"CODEVALUE";"TransportReferenceTypeCode";"EDI";;"Request for quote number";"Reference number assigned by the requestor to a request for quote.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:TransportReferenceTypeCode:AID";"AID";"CODEVALUE";"TransportReferenceTypeCode";"EDI";;"Certificate of conformity";"Certificate certifying the conformity to predefined definitions.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:TransportReferenceTypeCode:AIJ";"AIJ";"CODEVALUE";"TransportReferenceTypeCode";"EDI";;"Customer's individual transaction reference number";"Customer's reference number allocated by the customer to one specific transaction.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:TransportReferenceTypeCode:AIK";"AIK";"CODEVALUE";"TransportReferenceTypeCode";"EDI";;"Bank's individual transaction reference number";"Bank's reference number allocated by the bank to one specific transaction.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:TransportReferenceTypeCode:AIZ";"AIZ";"CODEVALUE";"TransportReferenceTypeCode";"EDI";;"Consolidated invoice number";"Invoice number into which other invoices are consolidated.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:TransportReferenceTypeCode:AJS";"AJS";"CODEVALUE";"TransportReferenceTypeCode";"EDI";;"Agreement number";"A number specifying an agreement between parties.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:TransportReferenceTypeCode:AJT";"AJT";"CODEVALUE";"TransportReferenceTypeCode";"EDI";;"Standard Industry Classification (SIC) number";"A number specifying a standard industry classification.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:TransportReferenceTypeCode:AKJ";"AKJ";"CODEVALUE";"TransportReferenceTypeCode";"EDI";;"Direct debit reference";"Reference number assigned to the direct debit operation.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:TransportReferenceTypeCode:AKM";"AKM";"CODEVALUE";"TransportReferenceTypeCode";"EDI";;"Replenishment purchase order range start number";"Starting number of a range of purchase order numbers assigned by the buyer to vendor's replenishment orders.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:TransportReferenceTypeCode:AKO";"AKO";"CODEVALUE";"TransportReferenceTypeCode";"EDI";;"Action authorization number";"A reference number authorizing an action.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:TransportReferenceTypeCode:ALK";"ALK";"CODEVALUE";"TransportReferenceTypeCode";"EDI";;"Consignee's invoice number";"The invoice number assigned by a consignee.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:TransportReferenceTypeCode:ALL";"ALL";"CODEVALUE";"TransportReferenceTypeCode";"EDI";;"Message batch number";"A number identifying a batch of messages.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:TransportReferenceTypeCode:ALM";"ALM";"CODEVALUE";"TransportReferenceTypeCode";"EDI";;"Previous delivery schedule number";"A reference number identifying a previous delivery schedule.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:TransportReferenceTypeCode:ALN";"ALN";"CODEVALUE";"TransportReferenceTypeCode";"EDI";;"Physical inventory recount reference number";"A reference to a re-count of physically held inventory.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:TransportReferenceTypeCode:ALO";"ALO";"CODEVALUE";"TransportReferenceTypeCode";"EDI";;"Receiving advice number";"A reference number to a receiving advice.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:TransportReferenceTypeCode:ALP";"ALP";"CODEVALUE";"TransportReferenceTypeCode";"EDI";;"Returnable container reference number";"A reference number identifying a returnable container.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:TransportReferenceTypeCode:ALQ";"ALQ";"CODEVALUE";"TransportReferenceTypeCode";"EDI";;"Returns notice number";"A reference number to a returns notice.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:TransportReferenceTypeCode:ALR";"ALR";"CODEVALUE";"TransportReferenceTypeCode";"EDI";;"Sales forecast number";"A reference number identifying a sales forecast.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:TransportReferenceTypeCode:ALS";"ALS";"CODEVALUE";"TransportReferenceTypeCode";"EDI";;"Sales report number";"A reference number identifying a sales report.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:TransportReferenceTypeCode:ALT";"ALT";"CODEVALUE";"TransportReferenceTypeCode";"EDI";;"Previous tax control number";"A reference number identifying a previous tax control number.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:TransportReferenceTypeCode:ALV";"ALV";"CODEVALUE";"TransportReferenceTypeCode";"EDI";;"Registered capital reference";"Registered capital reference of a company.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:TransportReferenceTypeCode:AML";"AML";"CODEVALUE";"TransportReferenceTypeCode";"EDI";;"Replenishment purchase order range end number";"Ending number of a range of purchase order numbers assigned by the buyer to vendor's replenishment orders.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:TransportReferenceTypeCode:AMT";"AMT";"CODEVALUE";"TransportReferenceTypeCode";"EDI";;"Goods and Services Tax identification number";"An identification number assigned to an organization collecting Goods and Services Taxes (GST).";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:TransportReferenceTypeCode:ANJ";"ANJ";"CODEVALUE";"TransportReferenceTypeCode";"EDI";;"Authorization number";"A number which uniquely identifies an authorization.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:TransportReferenceTypeCode:ANL";"ANL";"CODEVALUE";"TransportReferenceTypeCode";"EDI";;"Deposit reference number";"A reference number identifying a deposit.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:TransportReferenceTypeCode:ANX";"ANX";"CODEVALUE";"TransportReferenceTypeCode";"EDI";;"Clearing reference";"Reference allocated by a clearing procedure.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:TransportReferenceTypeCode:ANZ";"ANZ";"CODEVALUE";"TransportReferenceTypeCode";"EDI";;"Direct debit reference";"Reference of the direct debit.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:TransportReferenceTypeCode:AOA";"AOA";"CODEVALUE";"TransportReferenceTypeCode";"EDI";;"Documentary payment reference";"Reference of the documentary payment.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:TransportReferenceTypeCode:AP";"AP";"CODEVALUE";"TransportReferenceTypeCode";"EDI";;"Accounts receivable number";"Reference number assigned by accounts receivable department to the account of a specific debtor.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:TransportReferenceTypeCode:APF";"APF";"CODEVALUE";"TransportReferenceTypeCode";"EDI";;"Price/sales catalogue response reference number";"A reference number identifying a response to a price/sales catalogue.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:TransportReferenceTypeCode:APH";"APH";"CODEVALUE";"TransportReferenceTypeCode";"EDI";;"Invoicing data sheet reference number";"A reference number identifying an invoicing data sheet.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:TransportReferenceTypeCode:API";"API";"CODEVALUE";"TransportReferenceTypeCode";"EDI";;"Inventory report reference number";"A reference number identifying an inventory report.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:TransportReferenceTypeCode:APQ";"APQ";"CODEVALUE";"TransportReferenceTypeCode";"EDI";;"Commercial account summary reference number";"A reference number identifying a commercial account summary.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:TransportReferenceTypeCode:AQQ";"AQQ";"CODEVALUE";"TransportReferenceTypeCode";"EDI";;"Activite Principale Exercee (APE) identifier";"The French industry code for the main activity of a company.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:TransportReferenceTypeCode:AQS";"AQS";"CODEVALUE";"TransportReferenceTypeCode";"EDI";;"Nomenclature Activity Classification Economy (NACE) identifier";"A European industry classification code used to identify the activity of a company.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:TransportReferenceTypeCode:ARZ";"ARZ";"CODEVALUE";"TransportReferenceTypeCode";"EDI";;"Stock adjustment number";"A number identifying a stock adjustment.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:TransportReferenceTypeCode:ASE";"ASE";"CODEVALUE";"TransportReferenceTypeCode";"EDI";;"Duty free products security number";"A security number allocated for duty free products.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:TransportReferenceTypeCode:ASF";"ASF";"CODEVALUE";"TransportReferenceTypeCode";"EDI";;"Duty free products receipt authorisation number";"Authorisation number allocated for the receipt of duty free products.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:TransportReferenceTypeCode:ASG";"ASG";"CODEVALUE";"TransportReferenceTypeCode";"EDI";;"Party information message reference";"Reference identifying a party information message.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:TransportReferenceTypeCode:ASI";"ASI";"CODEVALUE";"TransportReferenceTypeCode";"EDI";;"Proof of delivery reference number";"A reference number identifying a proof of delivery which is generated by the goods recipient.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:TransportReferenceTypeCode:ASJ";"ASJ";"CODEVALUE";"TransportReferenceTypeCode";"EDI";;"Supplier's credit claim reference number";"A reference number identifying a supplier's credit claim.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:TransportReferenceTypeCode:ASK";"ASK";"CODEVALUE";"TransportReferenceTypeCode";"EDI";;"Picture of actual product";"Reference identifying the picture of an actual product.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:TransportReferenceTypeCode:ASL";"ASL";"CODEVALUE";"TransportReferenceTypeCode";"EDI";;"Picture of a generic product";"Reference identifying a picture of a generic product.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:TransportReferenceTypeCode:ASO";"ASO";"CODEVALUE";"TransportReferenceTypeCode";"EDI";;"Password";"Code used for authentication purposes";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:TransportReferenceTypeCode:ASV";"ASV";"CODEVALUE";"TransportReferenceTypeCode";"EDI";;"Product data file number";"The number of a product data file.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:TransportReferenceTypeCode:AUD";"AUD";"CODEVALUE";"TransportReferenceTypeCode";"EDI";;"Collection reference";"A reference identifying a collection.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:TransportReferenceTypeCode:AUG";"AUG";"CODEVALUE";"TransportReferenceTypeCode";"EDI";;"Importer's letter of credit reference";"Letter of credit reference issued by importer.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:TransportReferenceTypeCode:AUJ";"AUJ";"CODEVALUE";"TransportReferenceTypeCode";"EDI";;"Proposed purchase order reference number";"A reference number assigned to a proposed purchase order.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:TransportReferenceTypeCode:AUK";"AUK";"CODEVALUE";"TransportReferenceTypeCode";"EDI";;"Application for financial support reference number";"Reference number assigned to an application for financial support.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:TransportReferenceTypeCode:AUL";"AUL";"CODEVALUE";"TransportReferenceTypeCode";"EDI";;"Manufacturing quality agreement number";"Reference number of a manufacturing quality agreement.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:TransportReferenceTypeCode:AUQ";"AUQ";"CODEVALUE";"TransportReferenceTypeCode";"EDI";;"Customs binding ruling number";"Binding ruling number issued by customs.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:TransportReferenceTypeCode:AUR";"AUR";"CODEVALUE";"TransportReferenceTypeCode";"EDI";;"Customs non-binding ruling number";"Non-binding ruling number issued by customs.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:TransportReferenceTypeCode:AUY";"AUY";"CODEVALUE";"TransportReferenceTypeCode";"EDI";;"International Standard Industrial Classification (ISIC) code";"A code specifying an international standard industrial classification.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:TransportReferenceTypeCode:AUZ";"AUZ";"CODEVALUE";"TransportReferenceTypeCode";"EDI";;"Customs pre-approval ruling number";"Pre-approval ruling number issued by Customs.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:TransportReferenceTypeCode:AWB";"AWB";"CODEVALUE";"TransportReferenceTypeCode";"EDI";;"Air waybill number";"Reference number assigned to an air waybill";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:TransportReferenceTypeCode:BC";"BC";"CODEVALUE";"TransportReferenceTypeCode";"EDI";;"Buyer's contract number";"Reference number assigned by buyer to a contract.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:TransportReferenceTypeCode:BFN";"BFN";"CODEVALUE";"TransportReferenceTypeCode";"EDI";;"Buyer's fund number (GS1 Code - book)";"A reference number indicating the fund number used by the buyer.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:TransportReferenceTypeCode:BM";"BM";"CODEVALUE";"TransportReferenceTypeCode";"EDI";;"Bill of lading number";"Reference number assigned to a bill of lading";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:TransportReferenceTypeCode:BN";"BN";"CODEVALUE";"TransportReferenceTypeCode";"EDI";;"Booking reference number";"Reference number assigned by the carrier or his agent when cargo space is reserved prior to loading.";"NEW";"CURRENT";1;;
"urn:gs1:gdd:cl:TransportReferenceTypeCode:BO";"BO";"CODEVALUE";"TransportReferenceTypeCode";"EDI";;"Blanket order number";"Reference number assigned by the order issuer to a blanket order.";"NEW";"CURRENT";1;;
